시도,시군구,업종,월구분,사업자수,매출액(원)
서울특별시,종로구,법무·회계서비스업,당월,2888,31128563840
서울특별시,종로구,병원·의원업,전월,922,2264470684
서울특별시,종로구,병원·의원업,당월,920,2214001285
서울특별시,종로구,보건업,전월,2884,23940058292
서울특별시,종로구,보건업,당월,2851,22773777680
서울특별시,종로구,보험업,전월,154,1887108955
서울특별시,종로구,보험업,당월,151,1979095618
서울특별시,종로구,부동산업,전월,2792,38318867942
서울특별시,종로구,부동산업,당월,2782,39760531566
서울특별시,종로구,사회복지서비스업,전월,2431,18087246357
서울특별시,종로구,사회복지서비스업,당월,2390,18828718108
서울특별시,종로구,서비스업,전월,1307,3166650532
서울특별시,종로구,서비스업,당월,1319,3229276437
서울특별시,종로구,세탁업,전월,1714,11389186407
서울특별시,종로구,세탁업,당월,1712,11495058368
서울특별시,종로구,소프트웨어개발업,전월,2251,24037710951
서울특별시,종로구,소프트웨어개발업,당월,2275,25308831771
서울특별시,종로구,수도·하수·폐기물처리업,전월,1841,25828013022
서울특별시,종로구,수도·하수·폐기물처리업,당월,1821,26303696119
서울특별시,종로구,숙박업,전월,882,4170534494
서울특별시,종로구,숙박업,당월,880,4588051593
서울특별시,종로구,식품제조업,전월,2545,26089439225
서울특별시,종로구,식품제조업,당월,2576,28147385592
서울특별시,종로구,약국업,전월,704,5922137351
서울특별시,종로구,약국업,당월,697,6326847638
서울특별시,종로구,어업,전월,451,1436619402
서울특별시,종로구,어업,당월,457,1487307174
서울특별시,종로구,여행업,전월,2145,18090330473
서울특별시,종로구,여행업,당월,2106,18697121556
서울특별시,종로구,연구개발업,전월,1914,9867028945
서울특별시,종로구,연구개발업,당월,1929,10372684712
서울특별시,종로구,영상·방송업,전월,917,3093642101
서울특별시,종로구,영상·방송업,당월,919,3027414328
서울특별시,종로구,예술·스포츠·여가서비스업,전월,1573,24678932429
서울특별시,종로구,예술·스포츠·여가서비스업,당월,1560,26604534625
서울특별시,종로구,온라인쇼핑업,전월,2160,34777754215
서울특별시,종로구,온라인쇼핑업,당월,2199,34388804477
서울특별시,종로구,운수업,전월,1604,17852460934
서울특별시,종로구,운수업,당월,1579,16988633270
서울특별시,종로구,음식점업,전월,156,2564016070
서울특별시,종로구,음식점업,당월,156,2686550621
서울특별시,종로구,임업,전월,2253,32917276905
서울특별시,종로구,임업,당월,2294,33943149524
서울특별시,종로구,자동차판매·정비업,전월,2259,12754056741
서울특별시,종로구,자동차판매·정비업,당월,2257,13043998901
서울특별시,종로구,전기·가스·증기·공급업,전월,2268,7714324476
서울특별시,종로구,전기·가스·증기·공급업,당월,2291,7921223316
서울특별시,종로구,전문서비스업,전월,2625,36900357174
서울특별시,종로구,전문서비스업,당월,2578,36981604586
서울특별시,종로구,정보통신업,전월,2559,7056614227
서울특별시,종로구,정보통신업,당월,2550,7555228084
서울특별시,종로구,제과·베이커리업,전월,2911,28080656668
서울특별시,종로구,제과·베이커리업,당월,2905,29279990063
서울특별시,종로구,제조업,전월,737,10831688568
서울특별시,종로구,제조업,당월,730,10960587439
서울특별시,종로구,출판업,전월,1555,22782350609
서울특별시,종로구,출판업,당월,1579,22707915234
서울특별시,종로구,커피전문점업,전월,526,6114050510
서울특별시,종로구,커피전문점업,당월,524,5817054525
서울특별시,종로구,패션·의류제조업,전월,1701,11132530241
서울특별시,종로구,패션·의류제조업,당월,1702,11238580339
서울특별시,종로구,편의점업,전월,1089,7919390546
서울특별시,종로구,편의점업,당월,1072,8409465954
서울특별시,종로구,학원업,전월,2361,8879648904
서울특별시,종로구,학원업,당월,2361,9278044836
서울특별시,종로구,헬스·피트니스업,전월,2842,36903544673
서울특별시,종로구,헬스·피트니스업,당월,2788,39001226735
서울특별시,종로구,화장품·뷰티업,전월,807,10100788029
서울특별시,종로구,화장품·뷰티업,당월,823,10069636571
서울특별시,중구,가전제품유통업,전월,614,7592396879
서울특별시,중구,가전제품유통업,당월,607,7502820688
서울특별시,중구,건설업,전월,3177,29151298113
서울특별시,중구,건설업,당월,3204,29305989763
서울특별시,중구,경비·청소용역업,전월,1956,9273420938
서울특별시,중구,경비·청소용역업,당월,1955,8727652602
서울특별시,중구,광고업,전월,2728,7632848553
서울특별시,중구,광고업,당월,2755,8046188151
서울특별시,중구,광업,전월,2028,19161546038
서울특별시,중구,광업,당월,2006,18946834880
서울특별시,중구,교육서비스업,전월,1461,21122009627
서울특별시,중구,교육서비스업,당월,1466,23055956779
서울특별시,중구,금융업,전월,552,9358614785
서울특별시,중구,금융업,당월,547,9752368768
서울특별시,중구,노래연습장업,전월,1333,18674334195
서울특별시,중구,노래연습장업,당월,1327,18672504325
서울특별시,중구,농업,전월,2191,8092351974
서울특별시,중구,농업,당월,2224,8692262784
서울특별시,중구,데이터서비스업,전월,1038,10352577309
서울특별시,중구,데이터서비스업,당월,1018,9678155296
서울특별시,중구,도소매업,전월,2156,13199678084
서울특별시,중구,도소매업,당월,2116,13155744454
서울특별시,중구,디자인업,전월,363,5277809924
서울특별시,중구,디자인업,당월,359,4952418634
서울특별시,중구,물류창고업,전월,618,8260440092
서울특별시,중구,물류창고업,당월,609,8969405460
서울특별시,중구,미용업,전월,1423,11859574965
서울특별시,중구,미용업,당월,1440,11191518141
서울특별시,중구,법무·회계서비스업,전월,11,44986500
서울특별시,중구,법무·회계서비스업,당월,11,46025906
서울특별시,중구,병원·의원업,전월,1826,8717386042
서울특별시,중구,병원·의원업,당월,1844,9433791508
서울특별시,중구,보건업,전월,1929,15049594789
서울특별시,중구,보건업,당월,1897,14871210684
서울특별시,중구,보험업,전월,15,251469501
서울특별시,중구,보험업,당월,15,266791621
서울특별시,중구,부동산업,전월,1170,19628089205
서울특별시,중구,부동산업,당월,1190,20353831138
서울특별시,중구,사회복지서비스업,전월,381,6246547099
서울특별시,중구,사회복지서비스업,당월,376,6105981424
서울특별시,중구,서비스업,전월,2625,38203176129
서울특별시,중구,서비스업,당월,2576,37537648475
서울특별시,중구,세탁업,전월,2336,7110105142
서울특별시,중구,세탁업,당월,2326,7491899750
서울특별시,중구,소프트웨어개발업,전월,1126,3116215260
서울특별시,중구,소프트웨어개발업,당월,1106,3018856597
서울특별시,중구,수도·하수·폐기물처리업,전월,1619,4084947392
서울특별시,중구,수도·하수·폐기물처리업,당월,1639,3977867816
서울특별시,중구,숙박업,전월,495,8144880487
서울특별시,중구,숙박업,당월,499,8257001818
서울특별시,중구,식품제조업,전월,3194,33369464430
서울특별시,중구,식품제조업,당월,3183,32833538960
서울특별시,중구,약국업,전월,594,10590459425
서울특별시,중구,약국업,당월,592,10660204055
서울특별시,중구,어업,전월,1910,10821622097
서울특별시,중구,어업,당월,1881,11073726181
서울특별시,중구,여행업,전월,2224,32925071955
서울특별시,중구,여행업,당월,2218,34161392303
서울특별시,중구,연구개발업,전월,185,1019704219
서울특별시,중구,연구개발업,당월,182,950872810
서울특별시,중구,영상·방송업,전월,2739,10719418191
서울특별시,중구,영상·방송업,당월,2784,10839236106
서울특별시,중구,예술·스포츠·여가서비스업,전월,3205,26013638083
서울특별시,중구,예술·스포츠·여가서비스업,당월,3182,25975188256
서울특별시,중구,온라인쇼핑업,전월,499,3685413452
서울특별시,중구,온라인쇼핑업,당월,498,3582141689
서울특별시,중구,운수업,전월,370,4951423807
서울특별시,중구,운수업,당월,371,4915980907
서울특별시,중구,음식점업,전월,671,11064061196
서울특별시,중구,음식점업,당월,681,11850354530
서울특별시,중구,임업,전월,3267,50391288220
서울특별시,중구,임업,당월,3316,54172704430
서울특별시,중구,자동차판매·정비업,전월,2627,14784179289
서울특별시,중구,자동차판매·정비업,당월,2578,14784965187
서울특별시,중구,전기·가스·증기·공급업,전월,3060,44036960509
서울특별시,중구,전기·가스·증기·공급업,당월,3080,42300485283
서울특별시,중구,전문서비스업,전월,2913,16727381951
서울특별시,중구,전문서비스업,당월,2971,17427031807
서울특별시,중구,정보통신업,전월,2281,5268529378
서울특별시,중구,정보통신업,당월,2246,5511868611
서울특별시,중구,제과·베이커리업,전월,117,1755844398
서울특별시,중구,제과·베이커리업,당월,115,1773721156
서울특별시,중구,제조업,전월,2818,25398815011
서울특별시,중구,제조업,당월,2851,26847887115
서울특별시,중구,출판업,전월,636,10977758987
서울특별시,중구,출판업,당월,640,11302035395
서울특별시,중구,커피전문점업,전월,1034,5764586013
서울특별시,중구,커피전문점업,당월,1036,5683022613
서울특별시,중구,패션·의류제조업,전월,601,3124215546
서울특별시,중구,패션·의류제조업,당월,600,3158697498
서울특별시,중구,편의점업,전월,2442,38375977914
서울특별시,중구,편의점업,당월,2407,37266122739
서울특별시,중구,학원업,전월,926,10878757672
서울특별시,중구,학원업,당월,932,10585327510
서울특별시,중구,헬스·피트니스업,전월,1228,13593370827
서울특별시,중구,헬스·피트니스업,당월,1234,15074716553
서울특별시,중구,화장품·뷰티업,전월,1839,7812207965
서울특별시,중구,화장품·뷰티업,당월,1835,7638956945
서울특별시,중랑구,가전제품유통업,전월,411,1164537418
서울특별시,중랑구,가전제품유통업,당월,416,1107855327
서울특별시,중랑구,건설업,전월,2319,17061166671
서울특별시,중랑구,건설업,당월,2346,17799767992
서울특별시,중랑구,경비·청소용역업,전월,2770,8071656135
서울특별시,중랑구,경비·청소용역업,당월,2765,8199126981
서울특별시,중랑구,광고업,전월,2220,7101750573
서울특별시,중랑구,광고업,당월,2212,7163278298
서울특별시,중랑구,광업,전월,2092,9581086206
서울특별시,중랑구,광업,당월,2118,10196361001
서울특별시,중랑구,교육서비스업,전월,2999,46236008551
서울특별시,중랑구,교육서비스업,당월,3018,46637469444
서울특별시,중랑구,금융업,전월,2504,6782701726
서울특별시,중랑구,금융업,당월,2519,7145560220
서울특별시,중랑구,노래연습장업,전월,97,1230392748
서울특별시,중랑구,노래연습장업,당월,98,1213831200
서울특별시,중랑구,농업,전월,3289,42691172215
서울특별시,중랑구,농업,당월,3280,41568541373
서울특별시,중랑구,데이터서비스업,전월,2994,7055043621
서울특별시,중랑구,데이터서비스업,당월,3037,6874973558
서울특별시,중랑구,도소매업,전월,3256,7222493484
서울특별시,중랑구,도소매업,당월,3244,6959101023
서울특별시,중랑구,디자인업,전월,2209,21070477693
서울특별시,중랑구,디자인업,당월,2191,21340200829
서울특별시,중랑구,물류창고업,전월,695,11024821912
서울특별시,중랑구,물류창고업,당월,683,10806275663
서울특별시,중랑구,미용업,전월,2462,27505396275
서울특별시,중랑구,미용업,당월,2486,29675279537
서울특별시,중랑구,법무·회계서비스업,전월,2688,22790649383
서울특별시,중랑구,법무·회계서비스업,당월,2680,21837212897
서울특별시,중랑구,병원·의원업,전월,1071,3676442547
서울특별시,중랑구,병원·의원업,당월,1067,3622654534
서울특별시,중랑구,보건업,전월,3238,47107290013
서울특별시,중랑구,보건업,당월,3287,49017050123
서울특별시,중랑구,보험업,전월,2039,27807088971
서울특별시,중랑구,보험업,당월,2079,27186886986
서울특별시,중랑구,부동산업,전월,183,939997065
서울특별시,중랑구,부동산업,당월,179,1006995225
서울특별시,중랑구,사회복지서비스업,전월,194,2768571661
서울특별시,중랑구,사회복지서비스업,당월,197,3060832512
서울특별시,중랑구,서비스업,전월,2944,48368015172
서울특별시,중랑구,서비스업,당월,2947,49783456622
서울특별시,중랑구,세탁업,전월,1188,11684717438
서울특별시,중랑구,세탁업,당월,1207,12622543980
서울특별시,중랑구,소프트웨어개발업,전월,2589,16719880759
서울특별시,중랑구,소프트웨어개발업,당월,2581,18475932383
서울특별시,중랑구,수도·하수·폐기물처리업,전월,2455,34008248262
서울특별시,중랑구,수도·하수·폐기물처리업,당월,2497,35872587174
서울특별시,중랑구,숙박업,전월,605,9157406167
서울특별시,중랑구,숙박업,당월,607,9085558187
서울특별시,중랑구,식품제조업,전월,62,838521048
서울특별시,중랑구,식품제조업,당월,63,902782113
서울특별시,중랑구,약국업,전월,682,6703565879
서울특별시,중랑구,약국업,당월,696,6518666510
서울특별시,중랑구,어업,전월,3093,32397060487
서울특별시,중랑구,어업,당월,3081,33243080173
서울특별시,중랑구,여행업,전월,2955,28377828358
서울특별시,중랑구,여행업,당월,2910,30679953736
서울특별시,중랑구,연구개발업,전월,2462,11743104076
서울특별시,중랑구,연구개발업,당월,2427,11250477131
서울특별시,중랑구,영상·방송업,전월,3249,6785934923
서울특별시,중랑구,영상·방송업,당월,3308,7126341182
서울특별시,중랑구,예술·스포츠·여가서비스업,전월,840,9108905667
서울특별시,중랑구,예술·스포츠·여가서비스업,당월,829,8653339887
서울특별시,중랑구,온라인쇼핑업,전월,1815,5588809606
서울특별시,중랑구,온라인쇼핑업,당월,1837,5620045997
서울특별시,중랑구,운수업,전월,218,2434604868
서울특별시,중랑구,운수업,당월,221,2562505388
서울특별시,중랑구,음식점업,전월,1564,17140872800
서울특별시,중랑구,음식점업,당월,1592,18135916098
서울특별시,중랑구,임업,전월,46,604034491
서울특별시,중랑구,임업,당월,46,586378341
서울특별시,중랑구,자동차판매·정비업,전월,3282,25004246208
서울특별시,중랑구,자동차판매·정비업,당월,3249,26451278840
서울특별시,중랑구,전기·가스·증기·공급업,전월,1555,7221040551
서울특별시,중랑구,전기·가스·증기·공급업,당월,1551,6869512422
서울특별시,중랑구,전문서비스업,전월,205,1713332523
서울특별시,중랑구,전문서비스업,당월,204,1814675509
서울특별시,중랑구,정보통신업,전월,1782,5948040876
서울특별시,중랑구,정보통신업,당월,1809,5917344232
서울특별시,중랑구,제과·베이커리업,전월,2900,48254160214
서울특별시,중랑구,제과·베이커리업,당월,2881,46399059434
서울특별시,중랑구,제조업,전월,1949,34314529908
서울특별시,중랑구,제조업,당월,1986,34790626394
서울특별시,중랑구,출판업,전월,447,2379858625
서울특별시,중랑구,출판업,당월,452,2468228871
서울특별시,중랑구,커피전문점업,전월,1738,20390559409
서울특별시,중랑구,커피전문점업,당월,1739,21661403668
서울특별시,중랑구,패션·의류제조업,전월,1951,31551461270
서울특별시,중랑구,패션·의류제조업,당월,1969,32073344403
서울특별시,중랑구,편의점업,전월,2484,11663394295
서울특별시,중랑구,편의점업,당월,2478,12191290706
서울특별시,중랑구,학원업,전월,825,7380498561
서울특별시,중랑구,학원업,당월,829,7377483760
서울특별시,중랑구,헬스·피트니스업,전월,235,1975809719
서울특별시,중랑구,헬스·피트니스업,당월,235,2116076032
서울특별시,중랑구,화장품·뷰티업,전월,1943,10452380231
서울특별시,중랑구,화장품·뷰티업,당월,1967,10801487967
세종특별자치시,세종특별자치시,가전제품유통업,전월,1181,6189818506
세종특별자치시,세종특별자치시,가전제품유통업,당월,1202,6189368056
세종특별자치시,세종특별자치시,건설업,전월,577,1164628729
세종특별자치시,세종특별자치시,건설업,당월,586,1286101844
세종특별자치시,세종특별자치시,경비·청소용역업,전월,647,1968677066
세종특별자치시,세종특별자치시,경비·청소용역업,당월,652,2042153274
세종특별자치시,세종특별자치시,광고업,전월,826,10635381343
세종특별자치시,세종특별자치시,광고업,당월,819,10794095001
세종특별자치시,세종특별자치시,광업,전월,224,609932163
세종특별자치시,세종특별자치시,광업,당월,222,665559009
세종특별자치시,세종특별자치시,교육서비스업,전월,816,8591782025
세종특별자치시,세종특별자치시,교육서비스업,당월,824,8641347228
세종특별자치시,세종특별자치시,금융업,전월,634,10778255398
세종특별자치시,세종특별자치시,금융업,당월,630,11035870557
세종특별자치시,세종특별자치시,노래연습장업,전월,499,8948571140
세종특별자치시,세종특별자치시,노래연습장업,당월,508,9154073043
세종특별자치시,세종특별자치시,농업,전월,87,467898514
세종특별자치시,세종특별자치시,농업,당월,87,493553722
세종특별자치시,세종특별자치시,데이터서비스업,전월,1118,18306174423
세종특별자치시,세종특별자치시,데이터서비스업,당월,1111,19209468098
세종특별자치시,세종특별자치시,도소매업,전월,680,11842821571
세종특별자치시,세종특별자치시,도소매업,당월,686,12442230407
세종특별자치시,세종특별자치시,디자인업,전월,1253,22332411471
세종특별자치시,세종특별자치시,디자인업,당월,1274,23527524956
세종특별자치시,세종특별자치시,물류창고업,전월,166,2759152990
세종특별자치시,세종특별자치시,물류창고업,당월,166,2903040184
세종특별자치시,세종특별자치시,미용업,전월,9,154281816
세종특별자치시,세종특별자치시,미용업,당월,9,151441049
세종특별자치시,세종특별자치시,법무·회계서비스업,전월,1320,18267476880
세종특별자치시,세종특별자치시,법무·회계서비스업,당월,1296,18035728133
세종특별자치시,세종특별자치시,병원·의원업,전월,1377,24538729394
세종특별자치시,세종특별자치시,병원·의원업,당월,1377,23867187078
세종특별자치시,세종특별자치시,보건업,전월,573,4217126920
세종특별자치시,세종특별자치시,보건업,당월,580,4217803950
세종특별자치시,세종특별자치시,보험업,전월,408,7232378432
세종특별자치시,세종특별자치시,보험업,당월,411,7058653495
세종특별자치시,세종특별자치시,부동산업,전월,703,7819391280
세종특별자치시,세종특별자치시,부동산업,당월,693,8421637043
세종특별자치시,세종특별자치시,사회복지서비스업,전월,686,5359254170
세종특별자치시,세종특별자치시,사회복지서비스업,당월,693,5170950568
세종특별자치시,세종특별자치시,서비스업,전월,913,8685867032
세종특별자치시,세종특별자치시,서비스업,당월,913,9104894780
세종특별자치시,세종특별자치시,세탁업,전월,1401,12335037550
세종특별자치시,세종특별자치시,세탁업,당월,1374,12820540229
세종특별자치시,세종특별자치시,소프트웨어개발업,전월,331,5941271931
세종특별자치시,세종특별자치시,소프트웨어개발업,당월,334,5950008113
세종특별자치시,세종특별자치시,수도·하수·폐기물처리업,전월,901,13182493906
세종특별자치시,세종특별자치시,수도·하수·폐기물처리업,당월,919,14940118364
세종특별자치시,세종특별자치시,숙박업,전월,517,8384087785
세종특별자치시,세종특별자치시,숙박업,당월,526,9181114411
세종특별자치시,세종특별자치시,식품제조업,전월,1255,20741091477
세종특별자치시,세종특별자치시,식품제조업,당월,1274,22378690259
세종특별자치시,세종특별자치시,약국업,전월,600,4025628013
세종특별자치시,세종특별자치시,약국업,당월,593,4007590062
세종특별자치시,세종특별자치시,어업,전월,332,2214346040
세종특별자치시,세종특별자치시,어업,당월,331,2417416657
세종특별자치시,세종특별자치시,여행업,전월,1169,10148269328
세종특별자치시,세종특별자치시,여행업,당월,1183,10523985081
세종특별자치시,세종특별자치시,연구개발업,전월,1032,3849443094
세종특별자치시,세종특별자치시,연구개발업,당월,1037,4014972330
세종특별자치시,세종특별자치시,영상·방송업,전월,263,917830097
세종특별자치시,세종특별자치시,영상·방송업,당월,265,906599053
세종특별자치시,세종특별자치시,예술·스포츠·여가서비스업,전월,1445,16793630192
세종특별자치시,세종특별자치시,예술·스포츠·여가서비스업,당월,1442,17152414336
세종특별자치시,세종특별자치시,온라인쇼핑업,전월,1202,11709363359
세종특별자치시,세종특별자치시,온라인쇼핑업,당월,1185,11854648829
세종특별자치시,세종특별자치시,운수업,전월,837,10551032102
세종특별자치시,세종특별자치시,운수업,당월,840,11026245325
세종특별자치시,세종특별자치시,음식점업,전월,1493,5732637492
세종특별자치시,세종특별자치시,음식점업,당월,1498,6233894598
세종특별자치시,세종특별자치시,임업,전월,122,1349790539
세종특별자치시,세종특별자치시,임업,당월,121,1292681980
세종특별자치시,세종특별자치시,자동차판매·정비업,전월,785,7608871337
세종특별자치시,세종특별자치시,자동차판매·정비업,당월,795,7333621554
세종특별자치시,세종특별자치시,전기·가스·증기·공급업,전월,1327,5722826417
세종특별자치시,세종특별자치시,전기·가스·증기·공급업,당월,1342,6230301600
세종특별자치시,세종특별자치시,전문서비스업,전월,460,7446673514
세종특별자치시,세종특별자치시,전문서비스업,당월,465,7337657063
세종특별자치시,세종특별자치시,정보통신업,전월,184,3159717837
세종특별자치시,세종특별자치시,정보통신업,당월,188,3126618358
세종특별자치시,세종특별자치시,제과·베이커리업,전월,1262,3270884011
세종특별자치시,세종특별자치시,제과·베이커리업,당월,1287,3517768615
세종특별자치시,세종특별자치시,제조업,전월,1151,17862945588
세종특별자치시,세종특별자치시,제조업,당월,1156,19620577848
세종특별자치시,세종특별자치시,출판업,전월,18,156525716
세종특별자치시,세종특별자치시,출판업,당월,18,153340290
세종특별자치시,세종특별자치시,커피전문점업,전월,840,14200029081
세종특별자치시,세종특별자치시,커피전문점업,당월,855,15316178023
세종특별자치시,세종특별자치시,패션·의류제조업,전월,1417,18205038375
세종특별자치시,세종특별자치시,패션·의류제조업,당월,1403,16867120398
세종특별자치시,세종특별자치시,편의점업,전월,369,3487615711
세종특별자치시,세종특별자치시,편의점업,당월,372,3552438506
세종특별자치시,세종특별자치시,학원업,전월,802,13435107829
세종특별자치시,세종특별자치시,학원업,당월,817,13632871839
세종특별자치시,세종특별자치시,헬스·피트니스업,전월,820,4219952881
세종특별자치시,세종특별자치시,헬스·피트니스업,당월,806,4064756440
세종특별자치시,세종특별자치시,화장품·뷰티업,전월,633,7470155793
세종특별자치시,세종특별자치시,화장품·뷰티업,당월,626,8039779448
울산광역시,남구,가전제품유통업,전월,354,3594268463
울산광역시,남구,가전제품유통업,당월,350,3737648136
울산광역시,남구,건설업,전월,671,9766972606
울산광역시,남구,건설업,당월,659,9303920767
울산광역시,남구,경비·청소용역업,전월,81,648234202
울산광역시,남구,경비·청소용역업,당월,81,682463019
울산광역시,남구,광고업,전월,223,1542679872
울산광역시,남구,광고업,당월,227,1588157006
울산광역시,남구,광업,전월,1514,25923458903
울산광역시,남구,광업,당월,1500,27087857137
울산광역시,남구,교육서비스업,전월,1120,10913867002
울산광역시,남구,교육서비스업,당월,1117,11563118857
울산광역시,남구,금융업,전월,62,597880069
울산광역시,남구,금융업,당월,62,647604404
울산광역시,남구,노래연습장업,전월,376,5656900424
울산광역시,남구,노래연습장업,당월,381,5644438878
울산광역시,남구,농업,전월,331,1584836878
울산광역시,남구,농업,당월,329,1482318295
울산광역시,남구,데이터서비스업,전월,48,510855599
울산광역시,남구,데이터서비스업,당월,49,546813538
울산광역시,남구,도소매업,전월,1066,13500424001
울산광역시,남구,도소매업,당월,1067,12894510742
울산광역시,남구,디자인업,전월,353,6133615031
울산광역시,남구,디자인업,당월,348,6260778561
울산광역시,남구,물류창고업,전월,662,9274568265
울산광역시,남구,물류창고업,당월,664,9251538856
울산광역시,남구,미용업,전월,816,6569008727
울산광역시,남구,미용업,당월,823,7218875578
울산광역시,남구,법무·회계서비스업,전월,802,5168477068
울산광역시,남구,법무·회계서비스업,당월,787,5138107816
울산광역시,남구,병원·의원업,전월,74,929845254
울산광역시,남구,병원·의원업,당월,73,978621903
울산광역시,남구,보건업,전월,262,4700441823
울산광역시,남구,보건업,당월,260,4871488919
울산광역시,남구,보험업,전월,1427,25024895163
울산광역시,남구,보험업,당월,1439,25797980683
울산광역시,남구,부동산업,전월,305,4849453043
울산광역시,남구,부동산업,당월,301,4521486918
울산광역시,남구,사회복지서비스업,전월,427,4136030435
울산광역시,남구,사회복지서비스업,당월,426,3912336941
울산광역시,남구,서비스업,전월,51,435118934
울산광역시,남구,서비스업,당월,52,465886794
울산광역시,남구,세탁업,전월,180,2006483438
울산광역시,남구,세탁업,당월,182,2193117882
울산광역시,남구,소프트웨어개발업,전월,1350,6210373389
울산광역시,남구,소프트웨어개발업,당월,1356,5882457373
울산광역시,남구,수도·하수·폐기물처리업,전월,1636,11669152002
울산광역시,남구,수도·하수·폐기물처리업,당월,1648,12152392564
울산광역시,남구,숙박업,전월,91,413201900
울산광역시,남구,숙박업,당월,89,434727790
울산광역시,남구,식품제조업,전월,1065,3428185752
울산광역시,남구,식품제조업,당월,1066,3325697480
울산광역시,남구,약국업,전월,234,1201197397
울산광역시,남구,약국업,당월,238,1206028370
울산광역시,남구,어업,전월,1395,4086773237
울산광역시,남구,어업,당월,1418,4080173401
울산광역시,남구,여행업,전월,1264,20224455833
울산광역시,남구,여행업,당월,1282,22000324193
울산광역시,남구,연구개발업,전월,662,11674597303
울산광역시,남구,연구개발업,당월,675,11739310507
울산광역시,남구,영상·방송업,전월,950,6476431396
울산광역시,남구,영상·방송업,당월,933,6389647985
울산광역시,남구,예술·스포츠·여가서비스업,전월,473,5180297876
울산광역시,남구,예술·스포츠·여가서비스업,당월,482,5754879673
울산광역시,남구,온라인쇼핑업,전월,266,4140445053
울산광역시,남구,온라인쇼핑업,당월,262,4308047760
울산광역시,남구,운수업,전월,1223,21874084019
울산광역시,남구,운수업,당월,1221,22656049179
울산광역시,남구,음식점업,전월,1154,16024375238
울산광역시,남구,음식점업,당월,1153,16895892043
울산광역시,남구,임업,전월,1093,19263649999
울산광역시,남구,임업,당월,1101,20317089787
울산광역시,남구,자동차판매·정비업,전월,499,1133339333
울산광역시,남구,자동차판매·정비업,당월,500,1104619008
울산광역시,남구,전기·가스·증기·공급업,전월,1113,5812618990
울산광역시,남구,전기·가스·증기·공급업,당월,1109,6237564201
울산광역시,남구,전문서비스업,전월,1167,16727461867
울산광역시,남구,전문서비스업,당월,1186,17907488821
울산광역시,남구,정보통신업,전월,454,1621902877
울산광역시,남구,정보통신업,당월,453,1567112792
울산광역시,남구,제과·베이커리업,전월,1461,20097673849
울산광역시,남구,제과·베이커리업,당월,1467,19480711384
울산광역시,남구,제조업,전월,217,2568314826
울산광역시,남구,제조업,당월,215,2606554427
울산광역시,남구,출판업,전월,1635,24705469942
울산광역시,남구,출판업,당월,1631,24207756410
울산광역시,남구,커피전문점업,전월,131,1349701288
울산광역시,남구,커피전문점업,당월,132,1352625667
울산광역시,남구,패션·의류제조업,전월,882,1867007597
울산광역시,남구,패션·의류제조업,당월,897,1939601418
울산광역시,남구,편의점업,전월,1645,20294120677
울산광역시,남구,편의점업,당월,1652,19425217115
울산광역시,남구,학원업,전월,1045,11174556716
울산광역시,남구,학원업,당월,1061,11218904260
울산광역시,남구,헬스·피트니스업,전월,483,5830715616
울산광역시,남구,헬스·피트니스업,당월,480,6155522571
울산광역시,남구,화장품·뷰티업,전월,806,13148756117
울산광역시,남구,화장품·뷰티업,당월,804,13478842671
울산광역시,동구,가전제품유통업,전월,581,7195157773
울산광역시,동구,가전제품유통업,당월,588,7673336081
울산광역시,동구,건설업,전월,1331,5069470492
울산광역시,동구,건설업,당월,1325,5352580614
울산광역시,동구,경비·청소용역업,전월,1010,7410924675
울산광역시,동구,경비·청소용역업,당월,996,7510594343
울산광역시,동구,광고업,전월,661,7028825658
울산광역시,동구,광고업,당월,668,7462352208
울산광역시,동구,광업,전월,891,7967124153
울산광역시,동구,광업,당월,883,8611542404
울산광역시,동구,교육서비스업,전월,226,2363930326
울산광역시,동구,교육서비스업,당월,228,2305395088
울산광역시,동구,금융업,전월,1461,15762377668
울산광역시,동구,금융업,당월,1473,17067287749
울산광역시,동구,노래연습장업,전월,807,3931330924
울산광역시,동구,노래연습장업,당월,792,3908415534
울산광역시,동구,농업,전월,337,3230433115
울산광역시,동구,농업,당월,339,3431304528
울산광역시,동구,데이터서비스업,전월,784,2320838774
울산광역시,동구,데이터서비스업,당월,777,2276647284
울산광역시,동구,도소매업,전월,1542,6519774075
울산광역시,동구,도소매업,당월,1547,6663639548
울산광역시,동구,디자인업,전월,1624,3949735970
울산광역시,동구,디자인업,당월,1602,3917416871
울산광역시,동구,물류창고업,전월,732,2969544336
울산광역시,동구,물류창고업,당월,722,3067394498
울산광역시,동구,미용업,전월,1515,5988659503
울산광역시,동구,미용업,당월,1519,6247753098
울산광역시,동구,법무·회계서비스업,전월,1120,14140499302
울산광역시,동구,법무·회계서비스업,당월,1137,13744258042
울산광역시,동구,병원·의원업,전월,443,3919842602
울산광역시,동구,병원·의원업,당월,451,4171452300
울산광역시,동구,보건업,전월,1533,25512424431
울산광역시,동구,보건업,당월,1543,26913048676
울산광역시,동구,보험업,전월,1400,21354987621
울산광역시,동구,보험업,당월,1415,21878681593
울산광역시,동구,부동산업,전월,612,9084719753
울산광역시,동구,부동산업,당월,608,9732510176
울산광역시,동구,사회복지서비스업,전월,679,9304247992
울산광역시,동구,사회복지서비스업,당월,681,9072652251
